kind,category,source_root,source_path,copied_path,relative_in_source,size_bytes
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_492_count_224/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_492_count_224/plots/infogain_curves.png,shard_6_offset_492_count_224/plots/infogain_curves.png,350716
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_904_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_904_count_160/plots/gpu_utilization_curves.png,shard_6_offset_904_count_160/plots/gpu_utilization_curves.png,366070
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_904_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_6_offset_904_count_160/plots/infogain_curves.png,shard_6_offset_904_count_160/plots/infogain_curves.png,331125
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1128_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1128_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1128_count_160/plots/gpu_utilization_curves.png,371731
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1128_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1128_count_160/plots/infogain_curves.png,shard_7_offset_1128_count_160/plots/infogain_curves.png,347073
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1288_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1288_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1288_count_160/plots/gpu_utilization_curves.png,370264
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1288_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1288_count_160/plots/infogain_curves.png,shard_7_offset_1288_count_160/plots/infogain_curves.png,393112
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1448_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1448_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1448_count_160/plots/gpu_utilization_curves.png,368941
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1448_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1448_count_160/plots/infogain_curves.png,shard_7_offset_1448_count_160/plots/infogain_curves.png,354340
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1608_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1608_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1608_count_160/plots/gpu_utilization_curves.png,332520
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1608_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1608_count_160/plots/infogain_curves.png,shard_7_offset_1608_count_160/plots/infogain_curves.png,291697
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1768_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1768_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1768_count_160/plots/gpu_utilization_curves.png,347336
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1768_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1768_count_160/plots/infogain_curves.png,shard_7_offset_1768_count_160/plots/infogain_curves.png,306343
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1928_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1928_count_160/plots/gpu_utilization_curves.png,shard_7_offset_1928_count_160/plots/gpu_utilization_curves.png,337599
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1928_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_1928_count_160/plots/infogain_curves.png,shard_7_offset_1928_count_160/plots/infogain_curves.png,349453
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_2088_count_151/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_2088_count_151/plots/gpu_utilization_curves.png,shard_7_offset_2088_count_151/plots/gpu_utilization_curves.png,351831
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_2088_count_151/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_2088_count_151/plots/infogain_curves.png,shard_7_offset_2088_count_151/plots/infogain_curves.png,328230
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_296_count_224/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_296_count_224/plots/gpu_utilization_curves.png,shard_7_offset_296_count_224/plots/gpu_utilization_curves.png,368670
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_296_count_224/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_296_count_224/plots/infogain_curves.png,shard_7_offset_296_count_224/plots/infogain_curves.png,323151
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_520_count_224/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_520_count_224/plots/gpu_utilization_curves.png,shard_7_offset_520_count_224/plots/gpu_utilization_curves.png,394874
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_520_count_224/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_520_count_224/plots/infogain_curves.png,shard_7_offset_520_count_224/plots/infogain_curves.png,337605
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_744_count_224/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_744_count_224/plots/gpu_utilization_curves.png,shard_7_offset_744_count_224/plots/gpu_utilization_curves.png,377172
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_744_count_224/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_744_count_224/plots/infogain_curves.png,shard_7_offset_744_count_224/plots/infogain_curves.png,341411
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_968_count_160/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_968_count_160/plots/gpu_utilization_curves.png,shard_7_offset_968_count_160/plots/gpu_utilization_curves.png,349438
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_968_count_160/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/shard_7_offset_968_count_160/plots/infogain_curves.png,shard_7_offset_968_count_160/plots/infogain_curves.png,386110
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs8-20260602_0042,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs8-20260602_0042/partial_005117/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs8-20260602_0042/partial_005117/full_probe_dashboard.png,partial_005117/full_probe_dashboard.png,187967
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-local-r32-s10-precheck000-textpos-20260526_122836,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-local-r32-s10-precheck000-textpos-20260526_122836/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-local-r32-s10-precheck000-textpos-20260526_122836/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,175149
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-lrsweep3376-r32-s20-resp1024-lr6e6-20260526_132911,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-lrsweep3376-r32-s20-resp1024-lr6e6-20260526_132911/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-lrsweep3376-r32-s20-resp1024-lr6e6-20260526_132911/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,227499
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/H_heatmap.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/H_heatmap.png,H_heatmap.png,104813
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/H_small_multiples.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/H_small_multiples.png,H_small_multiples.png,1225774
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/action_entropy_per_token_heatmap.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/action_entropy_per_token_heatmap.png,action_entropy_per_token_heatmap.png,107104
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/completed_problem_H_p_action_entropy_subplots_latest.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/completed_problem_H_p_action_entropy_subplots_latest.png,completed_problem_H_p_action_entropy_subplots_latest.png,2354250
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/completed_problem_H_p_subplots_latest.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/completed_problem_H_p_subplots_latest.png,completed_problem_H_p_subplots_latest.png,1249078
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/initial_final_relationships.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/initial_final_relationships.png,initial_final_relationships.png,129978
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/p_small_multiples.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/p_small_multiples.png,p_small_multiples.png,907543
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/sweep_curves.png,sweep_curves.png,239960
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k_infogain_dashboard_latest/valid_subplots_overview_latest.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k_infogain_dashboard_latest/valid_subplots_overview_latest.png,valid_subplots_overview_latest.png,6075337
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/qwen25-converge9857-20260607_2111,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/qwen25-converge9857-20260607_2111/isolated40/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/qwen25-converge9857-20260607_2111/isolated40/aggregate/sweep_curves.png,isolated40/aggregate/sweep_curves.png,236743
tables,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_aggregate_metrics.csv,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/tables/dapo17k_sweep/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_aggregate_metrics.csv,single_question_sweep/aggregate/sweep_aggregate_metrics.csv,6100
tables,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_problem_step_metrics.csv,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/tables/dapo17k_sweep/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_problem_step_metrics.csv,single_question_sweep/aggregate/sweep_problem_step_metrics.csv,24220
tables,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_problem_summary.csv,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/tables/dapo17k_sweep/dapo-r32-p011-s128-lr1e5-t10-hs10-20260525/single_question_sweep/aggregate/sweep_problem_summary.csv,single_question_sweep/aggregate/sweep_problem_summary.csv,1556
