problem_id,initial_step,initial_p,initial_H_nats,initial_I_nats,initial_action_entropy_per_token,initial_action_entropy_seq_cumulative,final_step,final_p,final_H_nats,final_I_nats,final_action_entropy_per_token,final_action_entropy_seq_cumulative,run_status,early_stop_reason,early_stop_step,early_stop_best_rollout_acc_p
151,1,0.09375,0.3111291548118492,0.3111291548118492,0.5102834289427847,32.25446438789368,50,0.90625,0.3111291548118492,6.5884851623279,0.0211380868961441,0.2296609282493591,completed,,,
152,1,0.0,0.0,0.0,0.6292656464502215,40.27300137281418,10,0.0,0.0,0.0,0.6155766909942031,39.396908223629,early_stop_low_success,low_success,10.0,0.0
153,1,0.0,0.0,0.0,0.6694313501939178,42.843606412410736,10,0.0,0.0,0.0,0.6698113214224577,42.86792457103729,early_stop_low_success,low_success,10.0,0.0
154,1,0.0,0.0,0.0,0.5208428986370564,33.333945512771606,10,0.0,0.0,0.0,0.5156599013134837,33.00223368406296,early_stop_low_success,low_success,10.0,0.0
155,1,0.59375,0.6754645824509031,0.6754645824509031,0.4061366496607661,18.762854278087616,50,0.90625,0.3111291548118492,19.7237373736786,0.2468837448295175,1.730975866317749,completed,,,
156,1,0.8125,0.482577565177012,0.482577565177012,0.3418152306694537,12.160089015960692,11,1.0,0.0,1.0718283168983436,0.1139309992140624,0.7975170016288757,early_stop_high_success,high_success,11.0,1.0
157,1,0.0,0.0,0.0,0.6119210263714194,39.16294568777084,10,0.0,0.0,0.0,0.5819011237472296,37.24167191982269,early_stop_low_success,low_success,10.0,0.0
158,1,0.0,0.0,0.0,0.662624828517437,42.40798902511597,10,0.0,0.0,0.0,0.641217403113842,41.03791379928589,early_stop_low_success,low_success,10.0,0.0
159,1,0.0,0.0,0.0,0.4923072485253215,31.50766390562057,10,0.0,0.0,0.0,0.4663373427465558,29.84558993577957,early_stop_low_success,low_success,10.0,0.0
160,1,0.28125,0.5941300227248385,0.5941300227248385,0.4783528409898281,28.055664837360386,12,1.0,0.0,1.1503732165438032,0.7339179668342695,5.137425780296326,early_stop_high_success,high_success,12.0,1.0
161,1,0.6875,0.6210863745552451,0.6210863745552451,0.3744796407409012,15.248354613780975,17,1.0,0.0,3.86407774443242,0.142291307070991,0.9960391521453856,early_stop_high_success,high_success,17.0,1.0
162,1,0.0,0.0,0.0,0.5575994811952114,35.68636679649353,10,0.0,0.0,0.0,0.5671369805932045,36.29676675796509,early_stop_low_success,low_success,10.0,0.0
163,1,0.0,0.0,0.0,0.6814227504655719,43.6110560297966,10,0.0,0.0,0.0,0.6917447485029697,44.27166390419006,early_stop_low_success,low_success,10.0,0.0
164,1,0.0,0.0,0.0,0.5228595342487097,33.46301019191742,10,0.0,0.0,0.0,0.514789211563766,32.946509540081024,early_stop_low_success,low_success,10.0,0.0
165,1,0.34375,0.6434915530192904,0.6434915530192904,0.5028596433112398,25.421558797359467,14,1.0,0.0,1.4374441096399506,0.041394954896532,0.8692940473556519,early_stop_high_success,high_success,14.0,1.0
166,1,0.40625,0.6754645824509031,0.6754645824509031,0.4543583495542407,24.723232328891758,50,1.0,0.0,9.684981821250224,0.4164087084086532,2.914860963821411,completed,,,
167,1,0.0,0.0,0.0,0.6174176260828972,39.51472806930542,10,0.0,0.0,0.0,0.6279760878533125,40.190469622612,early_stop_low_success,low_success,10.0,0.0
168,1,0.0,0.0,0.0,0.6454791268333793,41.31066411733627,10,0.0,0.0,0.0,0.6680297059938312,42.7539011836052,early_stop_low_success,low_success,10.0,0.0
169,1,0.0,0.0,0.0,0.4809783268719911,30.782612919807438,10,0.0,0.0,0.0,0.4987315814942121,31.918821215629578,early_stop_low_success,low_success,10.0,0.0
170,1,0.46875,0.6911927820032008,0.6911927820032008,0.4458122220821678,23.27631038427353,23,1.0,0.0,2.2269325488510257,0.2874177776102442,2.01192444562912,early_stop_high_success,high_success,23.0,1.0
171,1,0.9375,0.2337916587064593,0.2337916587064593,0.323607994010672,8.540711760520935,15,1.0,0.0,1.0238265112318832,0.5804755598655902,4.063328921794891,early_stop_high_success,high_success,15.0,1.0
172,1,0.0,0.0,0.0,0.5775239337235689,36.96153175830841,10,0.0,0.0,0.0,0.5797208296135068,37.10213309526444,early_stop_low_success,low_success,10.0,0.0
173,1,0.0,0.0,0.0,0.6953418217599392,44.50187659263611,10,0.0,0.0,0.0,0.6960797850042582,44.54910624027252,early_stop_low_success,low_success,10.0,0.0
174,1,0.0,0.0,0.0,0.5006109168753028,32.03909868001938,10,0.0,0.0,0.0,0.5236972533166409,33.516624212265015,early_stop_low_success,low_success,10.0,0.0
175,1,0.34375,0.6434915530192904,0.6434915530192904,0.479863845044747,24.746143341064453,25,1.0,0.0,2.0551647691764674,0.2620010197424562,1.834007143974304,early_stop_high_success,high_success,25.0,1.0
176,1,0.375,0.6615632381579821,0.6615632381579821,0.445992402266711,23.769276678562164,22,1.0,0.0,4.791242288457649,0.2919593714323127,2.043715596199036,early_stop_high_success,high_success,22.0,1.0
177,1,0.0,0.0,0.0,0.6018590843304992,38.51898139715195,10,0.0,0.0,0.0,0.6121178390458226,39.17554169893265,early_stop_low_success,low_success,10.0,0.0
178,1,0.0,0.0,0.0,0.6310704834759235,40.38851094245911,10,0.0,0.0,0.0,0.6391826998442411,40.90769279003143,early_stop_low_success,low_success,10.0,0.0
179,1,0.0,0.0,0.0,0.5228027198463678,33.45937407016754,10,0.0,0.0,0.0,0.4677568431943655,29.936437964439392,early_stop_low_success,low_success,10.0,0.0
180,1,0.46875,0.6911927820032008,0.6911927820032008,0.4303747138474136,22.17759615182877,9,1.0,0.0,1.00232193681505,0.4435985286254436,3.2241832613945007,early_stop_high_success,high_success,9.0,1.0
181,1,0.5,0.6931471805599453,0.6931471805599453,0.3926565418951213,18.707263946533203,19,1.0,0.0,2.0937438530482653,0.2672156258777249,1.9475836753845213,early_stop_high_success,high_success,19.0,1.0
182,1,0.0,0.0,0.0,0.4655970567837357,29.798211634159088,10,0.0,0.0,0.0,0.4831617986783385,30.922355115413666,early_stop_low_success,low_success,10.0,0.0
183,1,0.0,0.0,0.0,0.7032638797536492,45.00888830423355,10,0.0,0.0,0.0,0.7029538247734308,44.98904478549957,early_stop_low_success,low_success,10.0,0.0
184,1,0.0,0.0,0.0,0.5237527107819915,33.520173490047455,10,0.0,0.0,0.0,0.5448293145745993,34.86907613277435,early_stop_low_success,low_success,10.0,0.0
185,1,0.375,0.6615632381579821,0.6615632381579821,0.4541979866335168,24.71006047725677,9,1.0,0.0,1.17739419786916,0.3089935709140263,6.48886501789093,early_stop_high_success,high_success,9.0,1.0
186,1,0.6875,0.6210863745552451,0.6210863745552451,0.4073236659169197,16.535937905311584,50,0.46875,0.6911927820032008,29.585108938927853,0.0472198600182309,2.970296561717987,completed,,,
187,1,0.0,0.0,0.0,0.6177656967192888,39.537004590034485,10,0.0,0.0,0.0,0.6393803423270583,40.92034190893173,early_stop_low_success,low_success,10.0,0.0
188,1,0.0,0.0,0.0,0.6783109279349446,43.411899387836456,10,0.0,0.0,0.0,0.6684913942590356,42.78344923257828,early_stop_low_success,low_success,10.0,0.0
189,1,0.0,0.0,0.0,0.5241343146190047,33.5445961356163,10,0.0,0.0,0.0,0.4934020144864917,31.577728927135468,early_stop_low_success,low_success,10.0,0.0
190,1,0.46875,0.6911927820032008,0.6911927820032008,0.4627252423670143,24.34723788499832,12,1.0,0.0,1.2361135955215092,0.2471009504515677,5.18911999464035,early_stop_high_success,high_success,12.0,1.0
191,1,0.9375,0.2337916587064593,0.2337916587064593,0.3277490371838212,9.300865650177002,9,1.0,0.0,0.5449208135183086,0.4918910877895541,5.147832214832306,early_stop_high_success,high_success,9.0,1.0
192,1,0.0,0.0,0.0,0.6399304578080773,40.95554929971695,10,0.0,0.0,0.0,0.6561937695369124,41.9964012503624,early_stop_low_success,low_success,10.0,0.0
193,1,0.0,0.0,0.0,0.6817188477143645,43.63000625371933,10,0.0,0.0,0.0,0.6810426749289036,43.58673119544983,early_stop_low_success,low_success,10.0,0.0
194,1,0.0,0.0,0.0,0.5049244314432144,32.31516361236572,10,0.0,0.0,0.0,0.5044343769550323,32.28380012512207,early_stop_low_success,low_success,10.0,0.0
195,1,0.21875,0.5253213195155949,0.5253213195155949,0.5039329660357907,27.171582520008087,10,1.0,0.0,1.694300580002063,0.198384276824072,4.768376886844635,early_stop_high_success,high_success,10.0,1.0
196,1,0.375,0.6615632381579821,0.6615632381579821,0.4153105709701776,22.990597546100616,9,1.0,0.0,1.17739419786916,0.4456626285100356,3.240616202354431,early_stop_high_success,high_success,9.0,1.0
197,1,0.0,0.0,0.0,0.6387005057185888,40.876832365989685,10,0.0,0.0,0.0,0.6116341259330511,39.14458405971527,early_stop_low_success,low_success,10.0,0.0
198,1,0.0,0.0,0.0,0.6424686955288053,41.117996513843536,10,0.0,0.0,0.0,0.6387997856363654,40.88318628072739,early_stop_low_success,low_success,10.0,0.0
199,1,0.0,0.0,0.0,0.5165004590526223,33.05602937936783,10,0.0,0.0,0.0,0.5156623674556613,33.00239151716232,early_stop_low_success,low_success,10.0,0.0
